MSG,3,1,1,344502,1,2021/11/13,00:00:00.162,2021/11/13,00:00:00.179,,33825,,,39.16832,-7.25122,,,,,,0
MSG,3,1,1,A7ED85,1,2021/11/13,00:00:00.204,2021/11/13,00:00:00.231,,41000,,,40.51097,-4.01713,,,,,,0
MSG,3,1,1,341699,1,2021/11/13,00:00:00.205,2021/11/13,00:00:00.232,,9050,,,40.04961,-3.63098,,,,,,0
MSG,3,1,1,345352,1,2021/11/13,00:00:00.356,2021/11/13,00:00:00.393,,30950,,,39.37976,-6.83021,,,,,,0
MSG,3,1,1,346385,1,2021/11/13,00:00:00.435,2021/11/13,00:00:00.451,,23950,,,39.82162,-5.78503,,,,,,0
MSG,3,1,1,E8044F,1,2021/11/13,00:00:00.470,2021/11/13,00:00:00.504,,6750,,,40.68577,-3.54159,,,,,,0
MSG,3,1,1,34640E,1,2021/11/13,00:00:00.517,2021/11/13,00:00:00.557,,12600,,,40.59187,-3.91162,,,,,,0
MSG,3,1,1,346146,1,2021/11/13,00:00:00.518,2021/11/13,00:00:00.557,,30700,,,39.59303,-6.47578,,,,,,0
MSG,3,1,1,3462C9,1,2021/11/13,00:00:00.551,2021/11/13,00:00:00.562,,32975,,,38.96498,-7.62606,,,,,,0
MSG,3,1,1,A7ED85,1,2021/11/13,00:00:00.708,2021/11/13,00:00:00.724,,41000,,,40.51126,-4.01599,,,,,,0
MSG,3,1,1,344502,1,2021/11/13,00:00:00.757,2021/11/13,00:00:00.777,,33825,,,39.16742,-7.25232,,,,,,0
MSG,3,1,1,E8044F,1,2021/11/13,00:00:00.870,2021/11/13,00:00:00.888,,6750,,,40.68614,-3.54178,,,,,,0
MSG,3,1,1,346385,1,2021/11/13,00:00:01.005,2021/11/13,00:00:01.048,,23950,,,39.82092,-5.78650,,,,,,0
MSG,3,1,1,346146,1,2021/11/13,00:00:01.043,2021/11/13,00:00:01.053,,30700,,,39.59280,-6.47752,,,,,,0
MSG,3,1,1,34640E,1,2021/11/13,00:00:01.092,2021/11/13,00:00:01.106,,12625,,,40.59142,-3.91278,,,,,,0
MSG,3,1,1,504E2E,1,2021/11/13,00:00:01.096,2021/11/13,00:00:01.107,,36025,,,40.07086,-5.64753,,,,,,0
MSG,3,1,1,A7ED85,1,2021/11/13,00:00:01.172,2021/11/13,00:00:01.211,,41000,,,40.51153,-4.01488,,,,,,0
MSG,3,1,1,344502,1,2021/11/13,00:00:01.247,2021/11/13,00:00:01.268,,33825,,,39.16653,-7.25348,,,,,,0
MSG,3,1,1,E8044F,1,2021/11/13,00:00:01.280,2021/11/13,00:00:01.320,,6775,,,40.68656,-3.54190,,,,,,0
MSG,3,1,1,341699,1,2021/11/13,00:00:01.301,2021/11/13,00:00:01.324,,9025,,,40.05043,-3.62982,,,,,,0
